CoffeeID,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
46,Arabica,great lakes coffee uganda,Uganda,kaasayi,Unknown,great lakes coffee,0,ucda,Unknown,eastern uganda,Kaasay Farmer Group,1,60.0,Uganda Coffee Development Authority,2014-01-01,2014-10-01,Great Lakes Coffee Uganda,Unknown,Semi-washed / Semi-pulped,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,8.08,86.0,0.0,0,0.0,Unknown,0,2015-10-01,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,Unknown,Unknown,Unknown
47,Arabica,lusso lab,Colombia,ecobio colombia,Unknown,Unknown,NONE,lusso coffee lab,900-1500m,tolima,Unknown,1,2.0,Specialty Coffee Association,2013-01-01,2014-03-20,LUSSO LAB,Caturra,Washed / Wet,7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.0,0.12,1,0.0,Green,1,2015-03-20,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,900.0,1500.0,1200.0
48,Arabica,lusso lab,Kenya,kianjavi,Unknown,Unknown,NONE,lusso coffee lab,1520m-2200m,kiambu,Unknown,1,1.0,Specialty Coffee Association,2013-01-01,2014-02-06,LUSSO LAB,SL28,Washed / Wet,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,8.17,86.0,0.11,0,0.0,Green,1,2015-02-06,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1520.0,2200.0,1860.0
49,Arabica,afca,Uganda,Unknown,Unknown,Unknown,x,kawacom uganda ltd,1400-1900m,"sipi, mt elgon",Kawacom,1,60.0,Africa Fine Coffee Association,2012-01-01,2012-02-13,AFCA,Other,Washed / Wet,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,7.92,86.0,0.1,0,0.0,Blue-Green,0,2013-02-12,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1400.0,1900.0,1650.0
50,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,Unknown,coffee processing and warehouse enterpri,010/0145,Unknown,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,,2010-06-17,Ethiopia Commodity Exchange,Unknown,Unknown,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,7.92,86.0,0.01,0,0.0,Unknown,4,2011-06-17,Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,1500.0,2000.0,1750.0
51,Arabica,grounds for health admin,United States (Hawaii),hula daddy kona coffee,Unknown,Unknown,Unknown,Unknown,1400ft,kona,Hula Daddy Kona Coffee,1,2,Specialty Coffee Association,,2010-05-31,Grounds for Health Admin,Unknown,Unknown,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,8.17,86.0,0.0,0,0.0,Unknown,0,2011-05-31,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,426.72,426.72,426.72
52,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0252,beneficio ixchel,11/23/0252,"unex guatemala, s.a.",Unknown,nuevo oriente,MARGARITA AVILA DE NUYENS,80,69.0,Asociacion Nacional Del Café,2016-01-01,2016-05-16,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,8.0,85.92,0.1,0,1.0,Green,3,2017-05-16,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
53,Arabica,kawacom uganda ltd,Uganda,sipi organic coffee project,Unknown,kawacom,0,kawacom uganda ltd,1400-1900,eastern,Kawacom (U)Ltd,1,60.0,Uganda Coffee Development Authority,2013-01-01,2014-06-30,Kawacom Uganda LTD,SL14,Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,8.0,85.92,0.12,0,0.0,Green,0,2015-06-30,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400.0,1900.0,1650.0
54,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora boananza,3-68-0215,exportadora de cafe condor s.a,1800 msnm,huila,Unknown,275,70.0,Almacafé,2013-01-01,2013-07-26,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,85.92,0.0,1,0.0,Blue-Green,0,2014-07-26,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0
55,Arabica,gonzalo hernandez,Panama,la berlina estate,Baby Geisha Washed,beneficio casa ruiz s.a.,Unknown,ce specialty s.a.,1600,boquete,Plinio Ruiz,37,60.0,Specialty Coffee Association of Costa Rica,2017-01-01,2017-10-09,Gonzalo Hernandez,Gesha,Washed / Wet,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.08,0,1.0,Bluish-Green,0,2018-10-09,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1600.0,1600.0,1600.0
56,Arabica,ibrahim hussien speciality coffee producer &export,Ethiopia,Unknown,Unknown,burka gudina,2014/2015,ibrahim hussien specality coffee product & exporter,1800-2000,oromia,Ibrahim Hussien Specialty Coffee Producer and Exporter,320,60.0,METAD Agricultural Development plc,2014-01-01,2015-04-04,Ibrahim Hussien Speciality Coffee Producer &Export,Unknown,Washed / Wet,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,Green,4,2016-04-03,METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1800.0,2000.0,1900.0
57,Arabica,juan luis alvarado romero,Guatemala,valparaiso,Unknown,beneficio valparaiso,11/1886/03,sertrasa,5000,acatenango,SERTRASA,150,1.0,Asociacion Nacional Del Café,2012-01-01,2012-07-03,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.12,0,0.0,Green,3,2013-07-03,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524.0,1524.0,1524.0
58,Arabica,juan luis alvarado romero,Guatemala,finca el limon,Unknown,beneficio serben,11-853-155,unicafe,4650,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1.0,Asociacion Nacional Del Café,2012-01-01,2012-06-05,Juan Luis Alvarado Romero,Catuai,Washed / Wet,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,Bluish-Green,1,2013-06-05,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1417.32,1417.32,1417.32
59,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,320,seid damtew coffee export and plantation,490,seid damtew coffee planation,Unknown,addis ababa,seid damtew coffee export and plantation,320,19200.0,METAD Agricultural Development plc,2017-01-01,2017-06-23,SEID DAMTEW COFFEE PLANATAION,Caturra,Natural / Dry,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,8.0,85.75,0.09,0,4.0,None,7,2018-06-23,METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,Unknown,Unknown,Unknown
60,Arabica,dane loraas,Peru,Unknown,Unknown,Unknown,030-0537-2066,sustainable harvest,Unknown,cajamarca,Unknown,280,2.26796,Specialty Coffee Association,2013-01-01,2014-01-22,Dane Loraas,Unknown,Washed / Wet,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,8.0,85.75,0.1,4,0.0,Green,6,2015-01-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
61,Arabica,"colbran coffeelands, ltd.",Papua New Guinea,tairora cherry – bonta,Unknown,baroida,25072012,cqi,1700 mts,eastern highlands province,"Colbran CoffeeLands, Ltd.",7,60.0,Specialty Coffee Association,2012-01-01,2012-10-25,"Colbran Coffeelands, Ltd.",Unknown,Washed / Wet,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,85.75,0.12,0,0.0,Bluish-Green,1,2013-10-25,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1700.0,1700.0,1700.0
62,Arabica,atlantic specialty coffee,El Salvador,el majahual,Unknown,j. hill y cia,09 – 060-24,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,275,2.0,Specialty Coffee Association,2013-01-01,2013-03-18,Atlantic Specialty Coffee,Bourbon,Washed / Wet,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,85.58,0.1,0,0.0,Blue-Green,3,2014-03-18,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500.0,1500.0,1500.0
63,Arabica,lusso lab,El Salvador,finca la esmeralda,Unknown,"aqua caliente, j.j. borja nathan. s.a",Unknown,lusso coffee lab,1300~1400 m.s.l,"ataco, apaneca - ilamatepec mountain range",Oscar Roberto Murgas Linares,19,1.0,Specialty Coffee Association,2012-01-01,2013-01-12,LUSSO LAB,Bourbon,Semi-washed / Semi-pulped,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,7.92,85.58,0.11,0,0.0,None,0,2014-01-12,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1400.0,1350.0
64,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,220451,kona pacific farmers cooperative,Unknown,kona,Unknown,8,45.3592,Specialty Coffee Association,2012-01-01,2012-04-06,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,85.58,0.0,0,0.0,Unknown,1,2013-04-06,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
65,Arabica,essencecoffee,Panama,elida estate,Unknown,elida estate,290503,essence coffee,1680,boquete,Lamastus,100,60.0,Blossom Valley International,2014-01-01,2015-05-23,EssenceCoffee,Caturra,Natural / Dry,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,85.5,0.09,2,0.0,Unknown,2,2016-05-22,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1680.0,1680.0,1680.0
66,Arabica,essencecoffee,Kenya,inoi,Unknown,inoi,3707361715,essence coffee,1900m,kirinyaga,Unknown,16,60.0,Blossom Valley International,2014-01-01,2015-05-23,EssenceCoffee,SL28,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,0.1,0,0.0,Green,3,2016-05-22,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1900.0,1900.0,1900.0
67,Arabica,assefa belay coffee producer,Ethiopia,Unknown,Unknown,Unknown,2015,assefa belay coffee producer,1800-2000,oromia,Assefa Belay Coffee Producer,320,60.0,METAD Agricultural Development plc,2015-01-01,2015-03-31,Assefa Belay Coffee Producer,Other,Natural / Dry,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,85.5,0.12,0,0.0,Green,7,2016-03-30,METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1800.0,2000.0,1900.0
68,Arabica,kyagalanyi ltd,Uganda,buginyanya,Unknown,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,1600,bulambuli eastern region,Kyagalanyi coffee Ltd,320,60.0,Uganda Coffee Development Authority,2013-01-01,2014-06-26,Kyagalanyi Ltd,SL14,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,0.12,0,0.0,Green,1,2015-06-26,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1600.0,1600.0,1600.0
69,Arabica,juan luis alvarado romero,Guatemala,asoperc,Unknown,beneficio exportacafe agua santa,11-52-492,exportcafe,5600-5760 metros,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69.0,Asociacion Nacional Del Café,2013-01-01,2013-02-26,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,0.11,0,0.0,Green,1,2014-02-26,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1706.88,1755.648,1731.264
70,Arabica,assefa belay coffee producer,Ethiopia,Unknown,Unknown,Unknown,2015,assefa belay coffee producer,1800-2000,oromia,Assefa Belay Coffee Producer,320,60.0,METAD Agricultural Development plc,2015-01-01,2015-03-31,Assefa Belay Coffee Producer,Unknown,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,0.1,0,0.0,Green,18,2016-03-30,METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1800.0,2000.0,1900.0
71,Arabica,great lakes coffee uganda,Uganda,chesiyo farmer group,Unknown,great lakes coffee,0,great lakes coffee,1950,kapchorwa,Chesiyo Farmer group,150,60.0,Uganda Coffee Development Authority,2013-01-01,2014-06-26,Great Lakes Coffee Uganda,SL14,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,0,0.0,Green,5,2015-06-26,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1950.0,1950.0,1950.0
72,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,220453,kona pacific farmers cooperative,Unknown,kona,Unknown,8,45.3592,Specialty Coffee Association,2012-01-01,2012-04-06,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0.0,4,0.0,Unknown,6,2013-04-06,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
73,Arabica,nucoffee,Brazil,fazenda serra de três barras,Unknown,Unknown,002/1251/0072,nucoffee,1250m,south of minas,José Vagner Ribeiro Junqueira,5,60.0,NUCOFFEE,2011-01-01,2011-12-03,NUCOFFEE,Bourbon,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,0,0.0,Blue-Green,1,2012-12-02,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1250.0,1250.0,1250.0
74,Arabica,grounds for health admin,El Salvador,sierra nevada,Unknown,beneficio las tres puertas,9-060-60D-L-1D,Unknown,1400 m,apaneca,J. Hill y Cia SA de CV,2,1.0,Specialty Coffee Association,,2010-05-31,Grounds for Health Admin,Unknown,Unknown,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,0.01,0,0.0,Unknown,0,2011-05-31,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0
75,Arabica,yunnan coffee exchange,China,pu'er city longke coffee co.ltd,YNC-16115,pu'er city longke coffee co.ltd,Unknown,yunnan coffee exchange,1700,yunnan,Pu'er City Longke Coffee Co.Ltd,3,60.0,Yunnan Coffee Exchange,2015-01-01,2016-04-06,Yunnan Coffee Exchange,Catimor,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Green,0,2017-04-06,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1700.0,1700.0,1700.0
76,Arabica,essencecoffee,Guatemala,el injerto s.a.,Unknown,el injerto s.a.,11999144,essence coffee,1770,huehuetenango,Arturo Aguirre,36,30.0,Blossom Valley International,2014-01-01,2015-05-23,EssenceCoffee,Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,0,0.0,Green,1,2016-05-22,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1770.0,1770.0,1770.0
77,Arabica,the coffee source inc.,Costa Rica,several,Unknown,cafe altura de san ramon,5-562-0006,the coffee source inc.,1300,west valley,Cafe Altura de San Ramon,250,1.360776,Specialty Coffee Association,2014-01-01,2014-05-01,The Coffee Source Inc.,Caturra,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0,0.0,Bluish-Green,0,2015-05-01,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0
78,Arabica,the coffee source inc.,Costa Rica,several,Unknown,cafe altura de san ramon,5-562-0016,the coffee source inc.,1300 msnm,san ramon,SEVERAL,250,1.360776,Specialty Coffee Association,2014-01-01,2014-05-01,The Coffee Source Inc.,Caturra,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Bluish-Green,2,2015-05-01,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0
79,Arabica,rashid moledina & co. (msa) ltd.,Kenya,Unknown,Unknown,Unknown,37/672/0017,rashid moledina & co. (msa) ltd,above 1600 m,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,20,60.0,Kenya Coffee Traders Association,2012-01-01,2013-04-19,RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,0,0.0,Green,2,2014-04-19,Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1600.0,1600.0,1600.0
80,Arabica,ibero kenya limited,Kenya,Unknown,Unknown,nkg/ck/hc/ss/kccm,37/00597/0252 - AB FAQ Q certified,ibero kenya limited,above 1200 m,central kenya,Blend from various Producers,300,60.0,Kenya Coffee Traders Association,2012-01-01,2013-03-12,Ibero Kenya Limited,SL34,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,0,0.0,Green,6,2014-03-12,Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1200.0,1200.0,1200.0
81,Arabica,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,Unknown,Unknown,010/0157,Unknown,Unknown,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6.0,Ethiopia Commodity Exchange,,2010-06-17,Ethiopia Commodity Exchange,Unknown,Unknown,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,0,0.0,Unknown,2,2011-06-17,Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,Unknown,Unknown,Unknown
82,Arabica,ethiopia commodity exchange,Ethiopia,Unknown,Unknown,Unknown,010/0001/0022,Unknown,Unknown,yirgacheffe,Contact name | Hailu Gebre Hiwot,300,6,Ethiopia Commodity Exchange,,2010-06-17,Ethiopia Commodity Exchange,Typica,Unknown,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,0.1,0,0.0,Unknown,3,2011-06-17,Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,Unknown,Unknown,Unknown
83,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0177,beneficio ixchel,11/23/0177,"unex guatemala, s.a.",Unknown,oriente,MARGARITA AVILA DE NUYENS,250,69.0,Asociacion Nacional Del Café,2016-01-01,2016-04-27,Juan Luis Alvarado Romero,Bourbon,Unknown,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,0,2.0,Green,2,2017-04-27,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,Unknown,Unknown,Unknown
84,Arabica,exportadora de cafe condor s.a,Colombia,various,Unknown,trilladora agricola,3-68-0102,exportadora de cafe condor s.a,1550 msnm,santander,varios,275,70.0,Almacafé,2015-01-01,2015-04-08,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,0,0.0,Green,0,2016-04-07,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550.0,1550.0,1550.0
85,Arabica,compañia colombiana agroindustrial s.a,Colombia,Unknown,Unknown,trilladora boananza,3-79-0634,ecom cca sa,1550,santander,Unknown,250,70.0,Almacafé,2014-01-01,2014-01-17,Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,0,0.0,Green,2,2015-01-17,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550.0,1550.0,1550.0
86,Arabica,"nomura trading co., ltd.",Indonesia,Unknown,Unknown,Unknown,Unknown,"nomura trading co., ltd.",1250-1400 meter,lintong,Unknown,54,60.0,Specialty Coffee Association,2012-01-01,2012-11-26,"Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,0,0.0,Green,3,2013-11-26,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1250.0,1400.0,1325.0
87,Arabica,the coffee source inc.,Guatemala,coop. hoja blanca - fedecocagua,Unknown,coop. hoja blanca - fedecocagua,11-30-0593,the coffee source inc.,1400 msm,huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1.0,Specialty Coffee Association,2012-01-01,2012-01-18,The Coffee Source Inc.,Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,0,0.0,Unknown,7,2013-01-17,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0
88,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,Unknown,at site and addis ababa,495,seid damtew coffee planation,Unknown,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200.0,METAD Agricultural Development plc,2016-01-01,2016-08-09,SEID DAMTEW COFFEE PLANATAION,Other,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,0,1.0,Green,8,2017-08-09,METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,Unknown,Unknown,Unknown
89,Arabica,carcafe ltda ci,Colombia,Unknown,Unknown,pasto,3-59-3115,carcafe ltda,2.560 msnm,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70.0,Almacafé,2015-01-01,2015-08-18,CARCAFE LTDA CI,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,0,0.0,Unknown,0,2016-08-17,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2560.0,2560.0,2560.0
90,Arabica,steven kil,Ethiopia,aricha coop,Unknown,aricha coop,Unknown,the specialty coffee appraisers institute of asia,1700,aricha,BNT,100,60.0,Specialty Coffee Association,2014-01-01,2014-10-07,Steven Kil,Unknown,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,2,0.0,Green,7,2015-10-07,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1700.0,1700.0,1700.0
91,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,Unknown,KP 022014,kona pacific farmers cooperative,Unknown,kona,Unknown,12,45.3592,Specialty Coffee Association,2014-01-01,2014-03-10,Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,2,0.0,Bluish-Green,2,2015-03-10,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
