Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Expiration_Year,Year_Difference,Grading.Year,Grading.Quarter,Grading.Month,Grading.Day,Grading.Weekday,Expiration.Year,Expiration.Quarter,Expiration.Month,Expiration.Day,Expiration.Weekday
68,Arabica,kyagalanyi ltd,Uganda,buginyanya,Unknown,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,1830.9876708757638,bulambuli eastern region,Kyagalanyi coffee Ltd,320,60.0,Uganda Coffee Development Authority,2013.0,2014-06-26,Kyagalanyi Ltd,SL14,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,0.12,0,0.0,Green,1,2015-06-26,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1600.0,1600.0,1600.0,2015,2.0,2014,2,6,26,4,2015,2,6,26,5
69,Arabica,juan luis alvarado romero,Guatemala,asoperc,Unknown,beneficio exportacafe agua santa,11-52-492,exportcafe,1830.9876708757638,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69.0,Asociacion Nacional Del Café,2013.0,2013-02-26,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,0.11,0,0.0,Green,1,2014-02-26,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1706.88,1755.648,1731.264,2014,1.0,2013,1,2,26,2,2014,1,2,26,3
71,Arabica,great lakes coffee uganda,Uganda,chesiyo farmer group,Unknown,great lakes coffee,0,great lakes coffee,1830.9876708757638,kapchorwa,Chesiyo Farmer group,150,60.0,Uganda Coffee Development Authority,2013.0,2014-06-26,Great Lakes Coffee Uganda,SL14,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,0,0.0,Green,5,2015-06-26,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1950.0,1950.0,1950.0,2015,2.0,2014,2,6,26,4,2015,2,6,26,5
72,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,220453,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,8,45.3592,Specialty Coffee Association,2012.0,2012-04-06,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0.0,4,0.0,Unknown,6,2013-04-06,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,2,4,6,5,2013,2,4,6,6
73,Arabica,nucoffee,Brazil,fazenda serra de três barras,Unknown,Unknown,002/1251/0072,nucoffee,1830.9876708757638,south of minas,José Vagner Ribeiro Junqueira,5,60.0,NUCOFFEE,2011.0,2011-12-03,NUCOFFEE,Bourbon,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,0,0.0,Blue-Green,1,2012-12-02,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1250.0,1250.0,1250.0,2012,1.0,2011,4,12,3,6,2012,4,12,2,7
75,Arabica,yunnan coffee exchange,China,pu'er city longke coffee co.ltd,YNC-16115,pu'er city longke coffee co.ltd,Unknown,yunnan coffee exchange,1830.9876708757638,yunnan,Pu'er City Longke Coffee Co.Ltd,3,60.0,Yunnan Coffee Exchange,2015.0,2016-04-06,Yunnan Coffee Exchange,Catimor,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Green,0,2017-04-06,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1700.0,1700.0,1700.0,2017,2.0,2016,2,4,6,3,2017,2,4,6,4
76,Arabica,essencecoffee,Guatemala,el injerto s.a.,Unknown,el injerto s.a.,11999144,essence coffee,1830.9876708757638,huehuetenango,Arturo Aguirre,36,30.0,Blossom Valley International,2014.0,2015-05-23,EssenceCoffee,Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,0,0.0,Green,1,2016-05-22,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1770.0,1770.0,1770.0,2016,2.0,2015,2,5,23,6,2016,2,5,22,7
77,Arabica,the coffee source inc.,Costa Rica,several,Unknown,cafe altura de san ramon,5-562-0006,the coffee source inc.,1830.9876708757638,west valley,Cafe Altura de San Ramon,250,1.360776,Specialty Coffee Association,2014.0,2014-05-01,The Coffee Source Inc.,Caturra,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0,0.0,Bluish-Green,0,2015-05-01,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0,2015,1.0,2014,2,5,1,4,2015,2,5,1,5
78,Arabica,the coffee source inc.,Costa Rica,several,Unknown,cafe altura de san ramon,5-562-0016,the coffee source inc.,1830.9876708757638,san ramon,SEVERAL,250,1.360776,Specialty Coffee Association,2014.0,2014-05-01,The Coffee Source Inc.,Caturra,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Bluish-Green,2,2015-05-01,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0,2015,1.0,2014,2,5,1,4,2015,2,5,1,5
79,Arabica,rashid moledina & co. (msa) ltd.,Kenya,Unknown,Unknown,Unknown,37/672/0017,rashid moledina & co. (msa) ltd,1830.9876708757638,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,20,60.0,Kenya Coffee Traders Association,2012.0,2013-04-19,RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,0,0.0,Green,2,2014-04-19,Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1600.0,1600.0,1600.0,2014,2.0,2013,2,4,19,5,2014,2,4,19,6
80,Arabica,ibero kenya limited,Kenya,Unknown,Unknown,nkg/ck/hc/ss/kccm,37/00597/0252 - AB FAQ Q certified,ibero kenya limited,1830.9876708757638,central kenya,Blend from various Producers,300,60.0,Kenya Coffee Traders Association,2012.0,2013-03-12,Ibero Kenya Limited,SL34,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,0,0.0,Green,6,2014-03-12,Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1200.0,1200.0,1200.0,2014,2.0,2013,1,3,12,2,2014,1,3,12,3
84,Arabica,exportadora de cafe condor s.a,Colombia,various,Unknown,trilladora agricola,3-68-0102,exportadora de cafe condor s.a,1830.9876708757638,santander,varios,275,70.0,Almacafé,2015.0,2015-04-08,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,0,0.0,Green,0,2016-04-07,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550.0,1550.0,1550.0,2016,1.0,2015,2,4,8,3,2016,2,4,7,4
85,Arabica,compañia colombiana agroindustrial s.a,Colombia,Unknown,Unknown,trilladora boananza,3-79-0634,ecom cca sa,1830.9876708757638,santander,Unknown,250,70.0,Almacafé,2014.0,2014-01-17,Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,0,0.0,Green,2,2015-01-17,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550.0,1550.0,1550.0,2015,1.0,2014,1,1,17,5,2015,1,1,17,6
86,Arabica,"nomura trading co., ltd.",Indonesia,Unknown,Unknown,Unknown,Unknown,"nomura trading co., ltd.",1830.9876708757638,lintong,Unknown,54,60.0,Specialty Coffee Association,2012.0,2012-11-26,"Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,0,0.0,Green,3,2013-11-26,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1250.0,1400.0,1325.0,2013,1.0,2012,4,11,26,1,2013,4,11,26,2
87,Arabica,the coffee source inc.,Guatemala,coop. hoja blanca - fedecocagua,Unknown,coop. hoja blanca - fedecocagua,11-30-0593,the coffee source inc.,1830.9876708757638,huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1.0,Specialty Coffee Association,2012.0,2012-01-18,The Coffee Source Inc.,Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,0,0.0,Unknown,7,2013-01-17,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0,2013,1.0,2012,1,1,18,3,2013,1,1,17,4
88,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,Unknown,at site and addis ababa,495,seid damtew coffee planation,1830.9876708757638,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200.0,METAD Agricultural Development plc,2016.0,2016-08-09,SEID DAMTEW COFFEE PLANATAION,Other,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,0,1.0,Green,8,2017-08-09,METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2017,1.0,2016,3,8,9,2,2017,3,8,9,3
89,Arabica,carcafe ltda ci,Colombia,Unknown,Unknown,pasto,3-59-3115,carcafe ltda,1830.9876708757638,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70.0,Almacafé,2015.0,2015-08-18,CARCAFE LTDA CI,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,0,0.0,Unknown,0,2016-08-17,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2560.0,2560.0,2560.0,2016,1.0,2015,3,8,18,2,2016,3,8,17,3
91,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,Unknown,KP 022014,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,12,45.3592,Specialty Coffee Association,2014.0,2014-03-10,Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,2,0.0,Bluish-Green,2,2015-03-10,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2015,1.0,2014,1,3,10,1,2015,1,3,10,2
92,Arabica,carcafe ltda ci,Colombia,Unknown,Unknown,Unknown,3-59-0951,carcafe ltda,1830.9876708757638,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70.0,Almacafé,2012.0,2012-03-16,CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0,0.0,Green,8,2013-03-16,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2136.0,2136.0,2136.0,2013,1.0,2012,1,3,16,5,2013,1,3,16,6
96,Arabica,kyagalanyi coffee ltd,Uganda,mount elgon area,6133,kyagalanyi coffee ltd,Unknown,kyagalanyi coffee ltd,1830.9876708757638,eastern uganda,Kyagalanyi Coffee Ltd,200,60.0,Uganda Coffee Development Authority,2016.0,2017-07-24,Kyagalanyi Coffee Ltd,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,0,0.0,Green,1,2018-07-24,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800.0,1800.0,1800.0,2018,2.0,2017,3,7,24,1,2018,3,7,24,2
97,Arabica,racafe & cia s.c.a,Colombia,Unknown,3-37-1829,bachue,3-37-1829,racafe & cia s.c.a,1830.9876708757638,huila,La Plata,135,70.0,Almacafé,2016.0,2017-02-15,Racafe & Cia S.C.A,Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,3,2018-02-15,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2018,2.0,2017,1,2,15,3,2018,1,2,15,4
98,Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-180,micro beneficio la cabaña-javier meza,Unknown,bold coast coffee,1830.9876708757638,tarrazu,Manuel Montero,36,46.0,Specialty Coffee Association,2016.0,2017-01-30,Troy Quimby,Catuai,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,Green,1,2018-01-30,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1900.0,1900.0,1900.0,2018,2.0,2017,1,1,30,1,2018,1,1,30,2
99,Arabica,"el equimite, cafetal biodinámico",Mexico,various,Mezcla Veracruz 01,"cafetal el equimite, rancho agroecológico",Unknown,"cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",1830.9876708757638,veracruz,Varios productores minifundistas,1,30.0,Centro Agroecológico del Café A.C.,2015.0,2016-09-21,"El Equimite, Cafetal Biodinámico",Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,0,0.0,Green,3,2017-09-21,Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1300.0,1300.0,1300.0,2017,2.0,2016,3,9,21,3,2017,3,9,21,4
101,Arabica,rashid moledina & co. (msa) ltd.,Kenya,machure estate,Unknown,Unknown,37/672/0016,rashid moledina & co. (msa) ltd,1830.9876708757638,central kenya,Unknown,38,60.0,Kenya Coffee Traders Association,2012.0,2013-04-19,RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,5,2014-04-19,Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1580.0,1580.0,1580.0,2014,2.0,2013,2,4,19,5,2014,2,4,19,6
102,Arabica,nucoffee,Brazil,sitío são geraldo,Unknown,Unknown,002/1251/0242,nucoffee,1830.9876708757638,grama valley,Idalina M. De Andrade Ferreira,31,60.0,NUCOFFEE,2012.0,2012-02-29,NUCOFFEE,Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,0,0.0,Green,3,2013-02-28,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1100.0,1100.0,1100.0,2013,1.0,2012,1,2,29,3,2013,1,2,28,4
106,Arabica,racafe & cia s.c.a,Colombia,Unknown,3-37-0277,bachue,3-37-0277,racafe & cia s.c.a,1830.9876708757638,huila,La Plata,243,70.0,Almacafé,2016.0,2016-11-25,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,1,6.0,Unknown,2,2017-11-25,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2017,1.0,2016,4,11,25,5,2017,4,11,25,6
107,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-4824,racafe & cia s.c.a,1830.9876708757638,huila,La Plata,252,70.0,Almacafé,2015.0,2015-10-26,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,Green,1,2016-10-25,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,2016,1.0,2015,4,10,26,1,2016,4,10,25,2
108,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,Unknown,baishengcun coffee 百勝村咖啡莊園,Taiwan,taiwan coffee laboratory,1830.9876708757638,natou county,SU CHUEN SHIAN 蘇春賢,20,40.0,Specialty Coffee Association,2015.0,2015-06-09,"Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,Green,0,2016-06-08,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800.0,800.0,800.0,2016,1.0,2015,2,6,9,2,2016,2,6,8,3
109,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",hasambo amcos,Unknown,taylor winch (t) ltd,C47,taylor winch (t) ltd,1830.9876708757638,mbeya,Hasambo AMCOS,134,60.0,Africa Fine Coffee Association,2014.0,2014-12-12,Taylor Winch (T) Ltd,Other,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,Green,2,2015-12-12,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1620.0,1620.0,1620.0,2015,1.0,2014,4,12,12,5,2015,4,12,12,6
110,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-0416,racafe & cia s.c.a,1830.9876708757638,huila,LA PLATA,50,70.0,Almacafé,2012.0,2012-12-11,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,Green,3,2013-12-11,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,2013,1.0,2012,4,12,11,2,2013,4,12,11,3
111,Arabica,artemio zapata tejeda,Mexico,el suspiro,Unknown,pacho viejo,1104385872,Unknown,1830.9876708757638,coatepec,ARTEMIO ZAPATA TEJEDA,25,1.0,AMECAFE,2012.0,2012-07-11,ARTEMIO ZAPATA TEJEDA,Typica,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,0,0.0,Unknown,0,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,2013,1.0,2012,3,7,11,3,2013,3,7,11,4
112,Arabica,nucoffee,Brazil,fazenda grota funda,Unknown,Unknown,002/1251/0070,nucoffee,1830.9876708757638,south of minas,Glaucio Carneiro Pinto,4,60.0,NUCOFFEE,2011.0,2011-12-23,NUCOFFEE,Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,0,0.0,Green,2,2012-12-22,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1200.0,1200.0,1200.0,2012,1.0,2011,4,12,23,5,2012,4,12,22,6
113,Arabica,nucoffee,Brazil,sitio claro,Unknown,Unknown,002/1251/0066,nucoffee,1830.9876708757638,south of minas,Ricardo Luiz Ferreira,10,60.0,NUCOFFEE,2011.0,2011-12-03,NUCOFFEE,Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,0,0.0,Green,2,2012-12-02,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1000.0,1000.0,1000.0,2012,1.0,2011,4,12,3,6,2012,4,12,2,7
115,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次,shi fang yuan 十方源,Taiwan,taiwan coffee laboratory,1830.9876708757638,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,10,20.0,Specialty Coffee Association,2016.0,2016-05-18,"Lin, Che-Hao Krude 林哲豪",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,0,0.0,Green,0,2017-05-18,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,350.0,350.0,350.0,2017,1.0,2016,2,5,18,3,2017,2,5,18,4
116,Arabica,kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,Unknown,kawacom,0,kawacom uganda ltd,1830.9876708757638,eastern,Sipi organic coffee project,1,60.0,Uganda Coffee Development Authority,2013.0,2014-06-30,Kawacom Uganda LTD,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,0,0.0,Green,1,2015-06-30,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400.0,1900.0,1650.0,2015,2.0,2014,2,6,30,1,2015,2,6,30,2
117,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,220457,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,14,45.3592,Specialty Coffee Association,2012.0,2012-04-06,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,3,0.0,Unknown,15,2013-04-06,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,2,4,6,5,2013,2,4,6,6
120,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,MCTFHMG15/16,matsuzawa coffee,Unknown,matsuzawa coffee,1830.9876708757638,thailand,Matsuzawa Coffee,50,50.0,Specialty Coffee Institute of Asia,2015.0,2016-06-27,松澤宏樹 Koju Matsuzawa,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,0,0.0,Green,0,2017-06-27,Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2017,2.0,2016,2,6,27,1,2017,2,6,27,2
121,Arabica,lydiah mwangi,Kenya,karatina,Unknown,sagana,KE 9143,c dorman ltd,1830.9876708757638,nyeri,KARATINA,150,60.0,Kenya Coffee Traders Association,2014.0,2015-06-02,Lydiah Mwangi,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,0,0.0,Green,0,2016-06-01,Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1800.0,1800.0,1800.0,2016,2.0,2015,2,6,2,2,2016,2,6,1,3
122,Arabica,cadexsa,Honduras,cerro bueno,Unknown,cadexsa,13-63-174,cadexsa,1830.9876708757638,marcala,Omar Acosta,275,1.0,Instituto Hondureño del Café,2014.0,2014-04-25,CADEXSA,Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0.0,Green,4,2015-04-25,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0,2015,1.0,2014,2,4,25,5,2015,2,4,25,6
125,Arabica,consejo salvadoreño del café,El Salvador,monterrey,1-71,j.j. borja nathan,09-392-69,cafetalera del pacifico,1830.9876708757638,apaneca,J.J. Borja Nathan,150,69.0,Salvadoran Coffee Council,2016.0,2017-06-26,Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,0,0.0,Blue-Green,2,2018-06-26,Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1350.0,1350.0,1350.0,2018,2.0,2017,2,6,26,1,2018,2,6,26,2
126,Arabica,sanjava coffee,Indonesia,sran temanggung plantation,1,wet hulling,Unknown,pt. shriya artha nusantara,1830.9876708757638,"temanggung, indonesia",PT. Shriya Artha Nusantara,2,1.0,Specialty Coffee Association of Indonesia,2016.0,2016-11-24,SanJava Coffee,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,Green,7,2017-11-24,Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,1200.0,1200.0,1200.0,2017,1.0,2016,4,11,24,4,2017,4,11,24,5
